id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,masalah_kesejahteraan_sosial,jumlah,satuan,tahun
75,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,TUNA SUSILA,1380.0,ORANG,2014
76,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,PENGEMIS,2940.0,ORANG,2014
77,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,GELANDANGAN,1290.0,ORANG,2014
78,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),4850.0,ORANG,2014
79,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,KORBAN PENYALAHGUNAAN NAPZA,4020.0,ORANG,2014
80,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,KELUARGA FAKIR MISKIN,2388300.0,ORANG,2014
81,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,KELUARGA BERUMAH TAK LAYAK HUNI,296070.0,ORANG,2014
82,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,KELUARGA BERMASALAH PSIKOLOGIS,8200.0,ORANG,2014
83,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,KOMUNITAS ADAT TERPENCIL,0.0,ORANG,2014
84,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,KORBAN BENCANA ALAM,9410.0,ORANG,2014
85,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,1120.0,ORANG,2014
86,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,PEKERJA MIGRAN BERMASALAH SOSIAL,1360.0,ORANG,2014
87,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,ORANG DENGAN HIV/AIDS (ODHA),620.0,ORANG,2014
88,32,JAWA BARAT,3204,KABUPATEN BANDUNG  ,KELUARGA RENTAN,86500.0,ORANG,2014
89,32,JAWA BARAT,3205,KABUPATEN GARUT  ,BALITA TERLANTAR ,234120.0,ORANG,2014
90,32,JAWA BARAT,3205,KABUPATEN GARUT  ,ANAK TERLANTAR ,456560.0,ORANG,2014
91,32,JAWA BARAT,3205,KABUPATEN GARUT  ,ANAK NAKAL (ABH) ,8090.0,ORANG,2014
92,32,JAWA BARAT,3205,KABUPATEN GARUT  ,ANAK JALANAN,6920.0,ORANG,2014
93,32,JAWA BARAT,3205,KABUPATEN GARUT  ,WANITA RAWAN SOSIAL EKONOMI (JIWA),397050.0,ORANG,2014
94,32,JAWA BARAT,3205,KABUPATEN GARUT  ,KORBAN TINDAK KEKERSAN,9140.0,ORANG,2014
95,32,JAWA BARAT,3205,KABUPATEN GARUT  ,LANJUT USIA TERLANTAR,363630.0,ORANG,2014
96,32,JAWA BARAT,3205,KABUPATEN GARUT  ,PENYANDANG CACAT,82750.0,ORANG,2014
97,32,JAWA BARAT,3205,KABUPATEN GARUT  ,TUNA SUSILA,2690.0,ORANG,2014
98,32,JAWA BARAT,3205,KABUPATEN GARUT  ,PENGEMIS,4350.0,ORANG,2014
99,32,JAWA BARAT,3205,KABUPATEN GARUT  ,GELANDANGAN,560.0,ORANG,2014
100,32,JAWA BARAT,3205,KABUPATEN GARUT  ,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),3250.0,ORANG,2014
101,32,JAWA BARAT,3205,KABUPATEN GARUT  ,KORBAN PENYALAHGUNAAN NAPZA,16420.0,ORANG,2014
102,32,JAWA BARAT,3205,KABUPATEN GARUT  ,KELUARGA FAKIR MISKIN,3653900.0,ORANG,2014
103,32,JAWA BARAT,3205,KABUPATEN GARUT  ,KELUARGA BERUMAH TAK LAYAK HUNI,569350.0,ORANG,2014
104,32,JAWA BARAT,3205,KABUPATEN GARUT  ,KELUARGA BERMASALAH PSIKOLOGIS,30030.0,ORANG,2014
105,32,JAWA BARAT,3205,KABUPATEN GARUT  ,KOMUNITAS ADAT TERPENCIL,1660.0,ORANG,2014
106,32,JAWA BARAT,3205,KABUPATEN GARUT  ,KORBAN BENCANA ALAM,128930.0,ORANG,2014
107,32,JAWA BARAT,3205,KABUPATEN GARUT  ,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,2920.0,ORANG,2014
108,32,JAWA BARAT,3205,KABUPATEN GARUT  ,PEKERJA MIGRAN BERMASALAH SOSIAL,10820.0,ORANG,2014
109,32,JAWA BARAT,3205,KABUPATEN GARUT  ,ORANG DENGAN HIV/AIDS (ODHA),980.0,ORANG,2014
110,32,JAWA BARAT,3205,KABUPATEN GARUT  ,KELUARGA RENTAN,86440.0,ORANG,2014
111,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,BALITA TERLANTAR ,25360.0,ORANG,2014
112,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,ANAK TERLANTAR ,61560.0,ORANG,2014
113,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,ANAK NAKAL (ABH) ,0.0,ORANG,2014
114,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,ANAK JALANAN,0.0,ORANG,2014
115,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,WANITA RAWAN SOSIAL EKONOMI (JIWA),0.0,ORANG,2014
116,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,KORBAN TINDAK KEKERSAN,52510.0,ORANG,2014
117,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,LANJUT USIA TERLANTAR,820.0,ORANG,2014
118,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,PENYANDANG CACAT,140200.0,ORANG,2014
119,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,TUNA SUSILA,89370.0,ORANG,2014
120,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,PENGEMIS,140.0,ORANG,2014
121,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,GELANDANGAN,800.0,ORANG,2014
122,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),600.0,ORANG,2014
123,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,KORBAN PENYALAHGUNAAN NAPZA,0.0,ORANG,2014
124,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,KELUARGA FAKIR MISKIN,2332400.0,ORANG,2014
125,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,KELUARGA BERUMAH TAK LAYAK HUNI,22800.0,ORANG,2014
126,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,KELUARGA BERMASALAH PSIKOLOGIS,1271210.0,ORANG,2014
127,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,KOMUNITAS ADAT TERPENCIL,182120.0,ORANG,2014
128,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,KORBAN BENCANA ALAM,1870.0,ORANG,2014
129,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,980.0,ORANG,2014
130,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,PEKERJA MIGRAN BERMASALAH SOSIAL,12720.0,ORANG,2014
131,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,ORANG DENGAN HIV/AIDS (ODHA),430.0,ORANG,2014
132,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA  ,KELUARGA RENTAN,430.0,ORANG,2014
133,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,BALITA TERLANTAR ,4880.0,ORANG,2014
134,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,ANAK TERLANTAR ,13510.0,ORANG,2014
135,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,ANAK NAKAL (ABH) ,540.0,ORANG,2014
136,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,ANAK JALANAN,100.0,ORANG,2014
137,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,WANITA RAWAN SOSIAL EKONOMI (JIWA),99890.0,ORANG,2014
138,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,KORBAN TINDAK KEKERSAN,280.0,ORANG,2014
139,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,LANJUT USIA TERLANTAR,60360.0,ORANG,2014
140,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,PENYANDANG CACAT,84380.0,ORANG,2014
141,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,TUNA SUSILA,300.0,ORANG,2014
142,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,PENGEMIS,390.0,ORANG,2014
143,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,GELANDANGAN,70.0,ORANG,2014
144,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),5880.0,ORANG,2014
145,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,KORBAN PENYALAHGUNAAN NAPZA,330.0,ORANG,2014
146,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,KELUARGA FAKIR MISKIN,1745300.0,ORANG,2014
147,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,KELUARGA BERUMAH TAK LAYAK HUNI,221140.0,ORANG,2014
148,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,KELUARGA BERMASALAH PSIKOLOGIS,190.0,ORANG,2014
149,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,KOMUNITAS ADAT TERPENCIL,1330.0,ORANG,2014
150,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,KORBAN BENCANA ALAM,93070.0,ORANG,2014
151,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,1130.0,ORANG,2014
152,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,PEKERJA MIGRAN BERMASALAH SOSIAL,30.0,ORANG,2014
153,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,ORANG DENGAN HIV/AIDS (ODHA),10.0,ORANG,2014
154,32,JAWA BARAT,3207,KABUPATEN CIAMIS  ,KELUARGA RENTAN,20830.0,ORANG,2014
155,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,BALITA TERLANTAR ,8400.0,ORANG,2014
156,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,ANAK TERLANTAR ,32120.0,ORANG,2014
157,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,ANAK NAKAL (ABH) ,600.0,ORANG,2014
158,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,ANAK JALANAN,60.0,ORANG,2014
159,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,WANITA RAWAN SOSIAL EKONOMI (JIWA),107750.0,ORANG,2014
160,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,KORBAN TINDAK KEKERSAN,0.0,ORANG,2014
161,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,LANJUT USIA TERLANTAR,43490.0,ORANG,2014
162,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,PENYANDANG CACAT,81130.0,ORANG,2014
163,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,TUNA SUSILA,1020.0,ORANG,2014
164,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,PENGEMIS,390.0,ORANG,2014
165,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,GELANDANGAN,0.0,ORANG,2014
166,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),3350.0,ORANG,2014
167,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,KORBAN PENYALAHGUNAAN NAPZA,560.0,ORANG,2014
168,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,KELUARGA FAKIR MISKIN,1747900.0,ORANG,2014
169,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,KELUARGA BERUMAH TAK LAYAK HUNI,85930.0,ORANG,2014
170,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,KELUARGA BERMASALAH PSIKOLOGIS,2490.0,ORANG,2014
171,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,KOMUNITAS ADAT TERPENCIL,70.0,ORANG,2014
172,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,KORBAN BENCANA ALAM,1600.0,ORANG,2014
173,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,350.0,ORANG,2014
174,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,PEKERJA MIGRAN BERMASALAH SOSIAL,60.0,ORANG,2014
175,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,ORANG DENGAN HIV/AIDS (ODHA),230.0,ORANG,2014
176,32,JAWA BARAT,3208,KABUPATEN KUNINGAN  ,KELUARGA RENTAN,20240.0,ORANG,2014
177,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,BALITA TERLANTAR ,8890.0,ORANG,2014
178,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,ANAK TERLANTAR ,47370.0,ORANG,2014
179,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,ANAK NAKAL (ABH) ,3330.0,ORANG,2014
180,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,ANAK JALANAN,2140.0,ORANG,2014
181,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,WANITA RAWAN SOSIAL EKONOMI (JIWA),156880.0,ORANG,2014
182,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,KORBAN TINDAK KEKERSAN,1880.0,ORANG,2014
183,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,LANJUT USIA TERLANTAR,119140.0,ORANG,2014
184,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,PENYANDANG CACAT,100170.0,ORANG,2014
185,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,TUNA SUSILA,1550.0,ORANG,2014
186,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,PENGEMIS,5050.0,ORANG,2014
187,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,GELANDANGAN,2190.0,ORANG,2014
188,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),5990.0,ORANG,2014
189,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,KORBAN PENYALAHGUNAAN NAPZA,1290.0,ORANG,2014
190,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,KELUARGA FAKIR MISKIN,3905400.0,ORANG,2014
191,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,KELUARGA BERUMAH TAK LAYAK HUNI,169230.0,ORANG,2014
192,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,KELUARGA BERMASALAH PSIKOLOGIS,4390.0,ORANG,2014
193,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,KOMUNITAS ADAT TERPENCIL,0.0,ORANG,2014
194,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,KORBAN BENCANA ALAM,9510.0,ORANG,2014
195,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,470.0,ORANG,2014
196,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,PEKERJA MIGRAN BERMASALAH SOSIAL,2230.0,ORANG,2014
197,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,ORANG DENGAN HIV/AIDS (ODHA),10.0,ORANG,2014
198,32,JAWA BARAT,3209,KABUPATEN CIREBON  ,KELUARGA RENTAN,44730.0,ORANG,2014
199,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,BALITA TERLANTAR ,13720.0,ORANG,2014
200,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,ANAK TERLANTAR ,40690.0,ORANG,2014
201,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,ANAK NAKAL (ABH) ,5090.0,ORANG,2014
202,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,ANAK JALANAN,950.0,ORANG,2014
203,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,WANITA RAWAN SOSIAL EKONOMI (JIWA),84570.0,ORANG,2014
204,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,KORBAN TINDAK KEKERSAN,2170.0,ORANG,2014
205,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,LANJUT USIA TERLANTAR,83010.0,ORANG,2014
206,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,PENYANDANG CACAT,100570.0,ORANG,2014
207,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,TUNA SUSILA,2440.0,ORANG,2014
208,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,PENGEMIS,910.0,ORANG,2014
209,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,GELANDANGAN,780.0,ORANG,2014
210,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),4520.0,ORANG,2014
211,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,KORBAN PENYALAHGUNAAN NAPZA,1640.0,ORANG,2014
212,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,KELUARGA FAKIR MISKIN,2071500.0,ORANG,2014
213,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,KELUARGA BERUMAH TAK LAYAK HUNI,86780.0,ORANG,2014
214,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,KELUARGA BERMASALAH PSIKOLOGIS,2980.0,ORANG,2014
215,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,KOMUNITAS ADAT TERPENCIL,2200.0,ORANG,2014
216,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,KORBAN BENCANA ALAM,1990.0,ORANG,2014
217,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,670.0,ORANG,2014
218,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA ,PEKERJA MIGRAN BERMASALAH SOSIAL,2390.0,ORANG,2014
